Timestamp,Location,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,
9/9/2023 17:00,Sungai Besi,-62,6,0.8,0.9,
9/9/2023 17:01,Sungai Besi,-97,110,0.007,0.008,
9/9/2023 17:02,Sungai Besi,-97,110,0.007,0.008,
9/9/2023 17:03,Sungai Besi,-113,68,0.45,0.45,
9/9/2023 17:04,Sungai Besi,-120,75,0.38,0.38,
9/9/2023 17:05,Sungai Besi,-69,9,1.2,1.3,
9/9/2023 17:06,Sungai Besi,-85,21,0.16,0.19,
9/9/2023 17:07,Sungai Besi,-78,30,0.08,0.105,
9/9/2023 17:08,Sungai Besi,-93,44,3,3.5,
9/9/2023 17:09,Sungai Besi,-84,35,3.9,4.4,
9/9/2023 17:10,Sungai Besi,-85,36,3.8,4.3,
9/9/2023 17:11,Sungai Besi,-45,5,0.5,0.5,
9/9/2023 17:12,Sungai Besi,-92,25,0.8,0.8,
9/9/2023 17:13,Sungai Besi,-108,2,0.1,0.1,
9/9/2023 17:14,Sungai Besi,-76,32,0.07,0.095,
9/9/2023 17:15,Sungai Besi,-79,29,0.085,0.11,
9/9/2023 17:16,Sungai Besi,-46,42,5.8,6.1,
9/9/2023 17:17,Sungai Besi,-62,6,0.8,0.9,
9/9/2023 17:18,Sungai Besi,-107,52,1.6,2,
9/9/2023 17:19,Sungai Besi,-61,6,0.7,0.8,
9/9/2023 17:20,Sungai Besi,-105,9,0.1,0.1,
9/9/2023 17:21,Sungai Besi,-109,60,1.4,1.9,
9/9/2023 17:22,Sungai Besi,-90,26,1,1,
9/9/2023 17:23,Sungai Besi,-55,35,12.7,14,
9/9/2023 17:24,Sungai Besi,-73,20,3,3.3,
9/9/2023 17:25,Sungai Besi,-114,69,0.44,0.44,
9/9/2023 17:26,Sungai Besi,-62,6,0.8,0.9,
9/9/2023 17:27,Sungai Besi,-103,100,0.001,0.002,
9/9/2023 17:28,Sungai Besi,-61,47,0.000001,0.02,
9/9/2023 17:29,Sungai Besi,-94,45,0.64,0.64,
9/9/2023 17:30,Sungai Besi,-99,46,0.62,0.62,
9/9/2023 17:31,Sungai Besi,-105,50,1.8,2.2,
9/9/2023 17:32,Sungai Besi,-83,31,4,4.4,
9/9/2023 17:33,Sungai Besi,-81,32,4.2,4.7,
9/9/2023 17:34,Sungai Besi,-103,54,2,2.5,
9/9/2023 17:35,Sungai Besi,-75,30,10,15,
9/9/2023 17:36,Sungai Besi,-111,56,1.2,1.6,
9/9/2023 17:37,Sungai Besi,-65,23,3.9,4.2,
9/9/2023 17:38,Sungai Besi,-96,105,0.008,0.009,
9/9/2023 17:39,Sungai Besi,-102,56,0.57,0.57,
9/9/2023 17:40,Sungai Besi,-104,11,0.2,0.2,
9/9/2023 17:41,Sungai Besi,-95,46,2.8,3.3,
9/9/2023 17:42,Sungai Besi,-63,27,11.9,13.2,
9/9/2023 17:43,Sungai Besi,-93,44,3,3.5,
9/9/2023 17:44,Sungai Besi,-78,30,10.2,12.2,
9/9/2023 17:45,Sungai Besi,-60,5,0.9,1,
9/9/2023 17:46,Sungai Besi,-64,44,0.01,0.035,
9/9/2023 17:47,Sungai Besi,-81,27,0.095,0.12,
9/9/2023 17:48,Sungai Besi,-70,38,0.04,0.065,
9/9/2023 17:49,Sungai Besi,-82,30,4,4.4,
9/9/2023 17:50,Sungai Besi,-107,58,1.6,2.1,
9/9/2023 17:51,Sungai Besi,-47,5,0.5,0.5,
9/9/2023 17:52,Sungai Besi,-88,39,3.5,4,
9/9/2023 17:53,Sungai Besi,-103,100,0.001,0.002,
9/9/2023 17:54,Sungai Besi,-42,46,6.2,6.5,
9/9/2023 17:55,Sungai Besi,-78,30,0.08,0.105,
9/9/2023 17:56,Sungai Besi,-43,5,0.5,0.5,
9/9/2023 17:57,Sungai Besi,-101,17,0.4,0.4,
9/9/2023 17:58,Sungai Besi,-59,29,4.5,4.8,
9/9/2023 17:59,Sungai Besi,-70,18,3.4,3.7,
9/9/2023 18:00,Sungai Besi,-66,42,0.02,0.045,
9/9/2023 18:01,Sungai Besi,-49,39,5.5,5.8,
9/9/2023 18:02,Sungai Besi,-52,5,0.6,0.6,
9/9/2023 18:03,Sungai Besi,-58,50,0.000001,0.005,
9/9/2023 18:04,Sungai Besi,-113,58,1,1.4,
9/9/2023 18:05,Sungai Besi,-74,29,10,12,
9/9/2023 18:06,Sungai Besi,-55,5,0.7,0.8,
9/9/2023 18:07,Sungai Besi,-97,24,0.5,0.5,
9/9/2023 18:08,Sungai Besi,-120,75,0.38,0.38,
9/9/2023 18:09,Sungai Besi,-92,37,3.1,3.5,
9/9/2023 18:10,Sungai Besi,-95,26,0.7,0.7,
9/9/2023 18:11,Sungai Besi,-88,20,0.13,0.155,
9/9/2023 18:12,Sungai Besi,-99,20,0.4,0.4,
9/9/2023 18:13,Sungai Besi,-56,52,0.000001,0.000001,
9/9/2023 18:14,Sungai Besi,-103,13,0.3,0.3,
9/9/2023 18:15,Sungai Besi,-45,5,0.5,0.5,
9/9/2023 18:16,Sungai Besi,-88,27,1.3,1.3,
9/9/2023 18:17,Sungai Besi,-106,61,0.52,0.52,
9/9/2023 18:18,Sungai Besi,-42,46,6.2,6.5,
9/9/2023 18:19,Sungai Besi,-68,20,3.6,3.9,
9/9/2023 18:20,Sungai Besi,-56,52,0.000001,0.000001,
9/9/2023 18:21,Sungai Besi,-78,25,2.4,2.7,
9/9/2023 18:22,Sungai Besi,-107,52,1.6,2,
9/9/2023 18:23,Sungai Besi,-107,52,1.6,2,
9/9/2023 18:24,Sungai Besi,-96,25,0.6,0.6,
9/9/2023 18:25,Sungai Besi,-107,5,0.1,0.1,
9/9/2023 18:26,Sungai Besi,-122,77,0.36,0.36,
9/9/2023 18:27,Sungai Besi,-53,5,0.6,0.6,
9/9/2023 18:28,Sungai Besi,-110,0.000001,0.1,0.1,
9/9/2023 18:29,Sungai Besi,-66,23,11.4,12.7,
9/9/2023 18:30,Sungai Besi,-58,30,4.6,4.9,
9/9/2023 18:31,Sungai Besi,-107,4,0.1,0.1,
9/9/2023 18:32,Sungai Besi,-104,99,0.001,0.002,
9/9/2023 18:33,Sungai Besi,-119,74,0.39,0.39,
9/9/2023 18:34,Sungai Besi,-96,41,2.7,3.1,
9/9/2023 18:35,Sungai Besi,-57,31,4.7,5,
9/9/2023 18:36,Sungai Besi,-122,77,0.36,0.36,
9/9/2023 18:37,Sungai Besi,-117,72,0.41,0.41,
9/9/2023 18:38,Sungai Besi,-49,39,5.5,5.8,
9/9/2023 18:39,Sungai Besi,-85,32,3.5,3.8,
9/9/2023 18:40,Sungai Besi,-107,4,0.1,0.1,
9/9/2023 18:41,Sungai Besi,-49,5,0.6,0.6,
9/9/2023 18:42,Sungai Besi,-53,5,0.6,0.6,
9/9/2023 18:43,Sungai Besi,-85,19,0.15,0.175,
9/9/2023 18:44,Sungai Besi,-86,31,3.7,4.1,
9/9/2023 18:45,Sungai Besi,-100,19,0.4,0.4,
9/9/2023 18:46,Sungai Besi,-77,32,4.5,5.1,
9/9/2023 18:47,Sungai Besi,-103,100,0.001,0.002,
9/9/2023 18:48,Sungai Besi,-74,21,2.9,3.2,
9/9/2023 18:49,Sungai Besi,-116,71,0.42,0.42,
9/9/2023 18:50,Sungai Besi,-109,60,1.4,1.9,
9/9/2023 18:51,Sungai Besi,-68,20,3.6,3.9,
9/9/2023 18:52,Sungai Besi,-56,34,12.6,13.9,
9/9/2023 18:53,Sungai Besi,-43,45,6.1,6.4,
9/9/2023 18:54,Sungai Besi,-81,28,4.1,4.5,
9/9/2023 18:55,Sungai Besi,-61,47,0.000001,0.02,
9/9/2023 18:56,Sungai Besi,-112,67,0.46,0.46,
9/9/2023 18:57,Sungai Besi,-104,55,1.9,2.4,
9/9/2023 18:58,Sungai Besi,-64,7,1,1.1,
9/9/2023 18:59,Sungai Besi,-111,0.000001,0.1,0.1,
9/9/2023 19:00,Sungai Besi,-109,54,1.4,1.8,
9/9/2023 19:01,Sungai Besi,-62,6,0.8,0.9,
9/9/2023 19:02,Sungai Besi,-45,5,0.5,0.5,
9/9/2023 19:03,Sungai Besi,-72,36,0.05,0.075,
9/9/2023 19:04,Sungai Besi,-109,60,1.4,1.9,
9/9/2023 19:05,Sungai Besi,-109,60,1.4,1.9,
9/9/2023 19:06,Sungai Besi,-84,38,4.5,5,
9/9/2023 19:07,Sungai Besi,-67,24,11.2,12.5,
9/9/2023 19:08,Sungai Besi,-106,61,0.52,0.52,
9/9/2023 19:09,Sungai Besi,-83,31,4,4.4,
9/9/2023 19:10,Sungai Besi,-85,21,0.16,0.19,
9/9/2023 19:11,Sungai Besi,-48,5,0.5,0.5,
9/9/2023 19:12,Sungai Besi,-101,55,0.58,0.58,
9/9/2023 19:13,Sungai Besi,-84,20,0.165,0.185,
9/9/2023 19:14,Sungai Besi,-78,30,0.08,0.105,
9/9/2023 19:15,Sungai Besi,-98,43,0.68,0.68,
9/9/2023 19:16,Sungai Besi,-82,21,0.16,0.18,
9/9/2023 19:17,Sungai Besi,-89,30,4.1,4.4,
9/9/2023 19:18,Sungai Besi,-47,5,0.5,0.5,
9/9/2023 19:19,Sungai Besi,-88,18,0.145,0.17,
9/9/2023 19:20,Sungai Besi,-81,32,4.2,4.7,
9/9/2023 19:21,Sungai Besi,-80,23,2.2,2.5,
9/9/2023 19:22,Sungai Besi,-76,31,4.6,5.2,
9/9/2023 19:23,Sungai Besi,-102,47,2.1,2.5,
9/9/2023 19:24,Sungai Besi,-101,102,0.003,0.004,
9/9/2023 19:25,Sungai Besi,-72,21,3.1,3.4,
9/9/2023 19:26,Sungai Besi,-96,45,0.66,0.66,
9/9/2023 19:27,Sungai Besi,-113,68,0.45,0.45,
9/9/2023 19:28,Sungai Besi,-116,71,0.42,0.42,
9/9/2023 19:29,Sungai Besi,-46,44,13.6,14.9,
9/9/2023 19:30,Sungai Besi,-96,45,0.66,0.66,
9/9/2023 19:31,Sungai Besi,-62,26,4.2,4.5,
9/9/2023 19:32,Sungai Besi,-104,99,0.001,0.002,
9/9/2023 19:33,Sungai Besi,-88,33,3.5,3.9,
9/9/2023 19:34,Sungai Besi,-68,8,1.1,1.2,
9/9/2023 19:35,Sungai Besi,-105,56,1.8,2.3,
9/9/2023 19:36,Sungai Besi,-93,23,0.7,0.7,
9/9/2023 19:37,Sungai Besi,-86,31,3.6,3.9,
9/9/2023 19:38,Sungai Besi,-78,30,0.08,0.105,
9/9/2023 19:39,Sungai Besi,-78,25,2.4,2.7,
9/9/2023 19:40,Sungai Besi,-79,34,4.3,4.9,
9/9/2023 19:41,Sungai Besi,-110,0.000001,0.1,0.1,
9/9/2023 19:42,Sungai Besi,-100,19,0.4,0.4,
9/9/2023 19:43,Sungai Besi,-44,5,0.5,0.5,
9/9/2023 19:44,Sungai Besi,-78,30,0.08,0.105,
9/9/2023 19:45,Sungai Besi,-84,38,4.5,5,
9/9/2023 19:46,Sungai Besi,-104,49,1.9,2.3,
9/9/2023 19:47,Sungai Besi,-79,29,10.5,12.3,
9/9/2023 19:48,Sungai Besi,-97,44,0.67,0.67,
9/9/2023 19:49,Sungai Besi,-83,20,0.17,0.19,
9/9/2023 19:50,Sungai Besi,-106,57,1.7,2.2,
9/9/2023 19:51,Sungai Besi,-55,5,0.7,0.8,
9/9/2023 19:52,Sungai Besi,-81,29,10.3,12.1,
9/9/2023 19:53,Sungai Besi,-46,5,0.5,0.5,
9/9/2023 19:54,Sungai Besi,-111,56,1.2,1.6,
9/9/2023 19:55,Sungai Besi,-81,27,0.095,0.12,
9/9/2023 19:56,Sungai Besi,-90,29,4,4.3,
9/9/2023 19:57,Sungai Besi,-109,54,1.4,1.8,
9/9/2023 19:58,Sungai Besi,-74,21,2.9,3.2,
9/9/2023 19:59,Sungai Besi,-83,20,0.17,0.19,
9/9/2023 20:00,Sungai Besi,-53,5,0.6,0.6,
9/9/2023 20:01,Sungai Besi,-78,30,10.2,12.2,
9/9/2023 20:02,Sungai Besi,-78,25,2.4,2.7,
9/9/2023 20:03,Sungai Besi,-43,48,14,15.3,
9/9/2023 20:04,Sungai Besi,-79,24,2.5,2.8,
9/9/2023 20:05,Sungai Besi,-117,72,0.41,0.41,
9/9/2023 20:06,Sungai Besi,-91,36,3.2,3.6,
9/9/2023 20:07,Sungai Besi,-113,0.000001,0.1,0.1,
9/9/2023 20:08,Sungai Besi,-85,19,0.15,0.175,
9/9/2023 20:09,Sungai Besi,-67,7,1,1.1,
9/9/2023 20:10,Sungai Besi,-109,64,0.49,0.49,
9/9/2023 20:11,Sungai Besi,-97,49,0.64,0.64,
9/9/2023 20:12,Sungai Besi,-101,46,2.2,2.6,
9/9/2023 20:13,Sungai Besi,-98,49,2.5,3,
9/9/2023 20:14,Sungai Besi,-97,48,2.6,3.1,
9/9/2023 20:15,Sungai Besi,-83,25,0.105,0.13,
9/9/2023 20:16,Sungai Besi,-78,25,2,3,
9/9/2023 20:17,Sungai Besi,-70,27,10.7,12.3,
9/9/2023 20:18,Sungai Besi,-62,6,0.8,0.9,
9/9/2023 20:19,Sungai Besi,-80,28,0.09,0.115,
9/9/2023 20:20,Sungai Besi,-90,41,3.3,3.8,
9/9/2023 20:21,Sungai Besi,-43,5,0.5,0.5,
9/9/2023 20:22,Sungai Besi,-77,31,11,13,
9/9/2023 20:23,Sungai Besi,-101,55,0.58,0.58,
9/9/2023 20:24,Sungai Besi,-104,49,1.9,2.3,
9/9/2023 20:25,Sungai Besi,-87,21,0.125,0.15,
9/9/2023 20:26,Sungai Besi,-46,5,0.5,0.5,
9/9/2023 20:27,Sungai Besi,-61,27,4.3,4.6,
9/9/2023 20:28,Sungai Besi,-56,52,0.000001,0.000001,
9/9/2023 20:29,Sungai Besi,-51,39,13.1,14.4,
9/9/2023 20:30,Sungai Besi,-65,24,11.6,12.9,
9/9/2023 20:31,Sungai Besi,-109,1,0.1,0.1,
9/9/2023 20:32,Sungai Besi,-44,47,13.9,15.2,
9/9/2023 20:33,Sungai Besi,-95,40,2.8,3.2,
9/9/2023 20:34,Sungai Besi,-108,63,0.5,0.5,
9/9/2023 20:35,Sungai Besi,-88,39,3.5,4,
9/9/2023 20:36,Sungai Besi,-68,25,11,12.5,
9/9/2023 20:37,Sungai Besi,-92,25,0.8,0.8,
9/9/2023 20:38,Sungai Besi,-46,5,0.5,0.5,
9/9/2023 20:39,Sungai Besi,-42,5,0.4,0.4,
9/9/2023 20:40,Sungai Besi,-43,48,14,15.3,
9/9/2023 20:41,Sungai Besi,-92,47,0.62,0.62,
9/9/2023 20:42,Sungai Besi,-43,48,14,15.3,
9/9/2023 20:43,Sungai Besi,-87,28,1.2,1.2,
9/9/2023 20:44,Sungai Besi,-108,3,0.1,0.1,
9/9/2023 20:45,Sungai Besi,-84,35,3.9,4.4,
9/9/2023 20:46,Sungai Besi,-63,26,11.8,13.1,
9/9/2023 20:47,Sungai Besi,-106,51,1.7,2.1,
9/9/2023 20:48,Sungai Besi,-97,23,0.5,0.5,
9/9/2023 20:49,Sungai Besi,-72,21,3.1,3.4,
9/9/2023 20:50,Sungai Besi,-90,29,4,4.3,
9/9/2023 20:51,Sungai Besi,-79,29,0.085,0.11,
9/9/2023 20:52,Sungai Besi,-52,5,0.6,0.6,
9/9/2023 20:53,Sungai Besi,-92,25,0.8,0.8,
9/9/2023 20:54,Sungai Besi,-93,23,0.7,0.7,
9/9/2023 20:55,Sungai Besi,-49,41,13.3,14.6,
9/9/2023 20:56,Sungai Besi,-90,29,4,4.3,
9/9/2023 20:57,Sungai Besi,-78,25,2,3,
9/9/2023 20:58,Sungai Besi,-75,30,10,15,
9/9/2023 20:59,Sungai Besi,-54,36,12.8,14.1,
9/9/2023 21:00,Sungai Besi,-68,8,1.1,1.2,
9/9/2023 21:01,Sungai Besi,-119,74,0.39,0.39,
9/9/2023 21:02,Sungai Besi,-86,37,3.7,4.2,
9/9/2023 21:03,Sungai Besi,-103,54,2,2.5,
9/9/2023 21:04,Sungai Besi,-90,29,4,4.3,
9/9/2023 21:05,Sungai Besi,-107,5,0.1,0.1,
9/9/2023 21:06,Sungai Besi,-90,26,1,1,
9/9/2023 21:07,Sungai Besi,-87,32,3.6,4,
9/9/2023 21:08,Sungai Besi,-104,55,1.9,2.4,
9/9/2023 21:09,Sungai Besi,-47,41,5.7,6,
9/9/2023 21:10,Sungai Besi,-84,30,3.9,4.3,
9/9/2023 21:11,Sungai Besi,-89,30,3.9,4.2,
9/9/2023 21:12,Sungai Besi,-107,62,0.51,0.51,
9/9/2023 21:13,Sungai Besi,-57,5,0.7,0.8,
9/9/2023 21:14,Sungai Besi,-43,5,0.5,0.5,
9/9/2023 21:15,Sungai Besi,-97,110,0.007,0.008,
9/9/2023 21:16,Sungai Besi,-85,40,5,6,
9/9/2023 21:17,Sungai Besi,-57,33,12.5,13.8,
9/9/2023 21:18,Sungai Besi,-94,45,0.64,0.64,
9/9/2023 21:19,Sungai Besi,-51,5,0.6,0.6,
9/9/2023 21:20,Sungai Besi,-103,100,0.001,0.002,
9/9/2023 21:21,Sungai Besi,-90,29,4,4.3,
9/9/2023 21:22,Sungai Besi,-81,28,4.1,4.5,
9/9/2023 21:23,Sungai Besi,-102,47,2.1,2.5,
9/9/2023 21:24,Sungai Besi,-57,31,4.7,5,
9/9/2023 21:25,Sungai Besi,-50,5,0.6,0.6,
9/9/2023 21:26,Sungai Besi,-99,104,0.005,0.006,
9/9/2023 21:27,Sungai Besi,-99,46,0.62,0.62,
9/9/2023 21:28,Sungai Besi,-90,29,4,4.3,
9/9/2023 21:29,Sungai Besi,-70,10,1,1.5,
9/9/2023 21:30,Sungai Besi,-114,69,0.44,0.44,
9/9/2023 21:31,Sungai Besi,-111,0.000001,0.1,0.1,
9/9/2023 21:32,Sungai Besi,-112,67,0.46,0.46,
9/9/2023 21:33,Sungai Besi,-85,19,0.15,0.175,
9/9/2023 21:34,Sungai Besi,-64,44,0.01,0.035,
9/9/2023 21:35,Sungai Besi,-103,54,2,2.5,
9/9/2023 21:36,Sungai Besi,-81,28,4.1,4.5,
9/9/2023 21:37,Sungai Besi,-45,43,5.9,6.2,
9/9/2023 21:38,Sungai Besi,-92,43,3.1,3.6,
9/9/2023 21:39,Sungai Besi,-65,23,3.9,4.2,
9/9/2023 21:40,Sungai Besi,-77,32,4.5,5.1,
9/9/2023 21:41,Sungai Besi,-89,17,0.14,0.165,
9/9/2023 21:42,Sungai Besi,-50,5,0.6,0.6,
9/9/2023 21:43,Sungai Besi,-92,25,0.8,0.8,
9/9/2023 21:44,Sungai Besi,-101,55,0.58,0.58,
9/9/2023 21:45,Sungai Besi,-75,33,0.065,0.09,
9/9/2023 21:46,Sungai Besi,-109,64,0.49,0.49,
9/9/2023 21:47,Sungai Besi,-84,26,10.9,12.1,
9/9/2023 21:48,Sungai Besi,-89,34,3.4,3.8,
9/9/2023 21:49,Sungai Besi,-85,29,3.8,4.2,
9/9/2023 21:50,Sungai Besi,-99,44,2.4,2.8,
9/9/2023 21:51,Sungai Besi,-104,55,1.9,2.4,
9/9/2023 21:52,Sungai Besi,-79,29,0.085,0.11,
9/9/2023 21:53,Sungai Besi,-61,47,0.000001,0.02,
9/9/2023 21:54,Sungai Besi,-102,16,0.4,0.4,
9/9/2023 21:55,Sungai Besi,-80,30,11,12.5,
9/9/2023 21:56,Sungai Besi,-56,32,4.8,5.1,
9/9/2023 21:57,Sungai Besi,-98,43,2.5,2.9,
9/9/2023 21:58,Sungai Besi,-88,18,0.145,0.17,
9/9/2023 21:59,Sungai Besi,-94,48,0.65,0.65,
9/9/2023 22:00,Sungai Besi,-103,100,0.001,0.002,
9/9/2023 22:01,Sungai Besi,-103,100,0.001,0.002,
9/9/2023 22:02,Sungai Besi,-66,25,11.5,12.8,
9/9/2023 22:03,Sungai Besi,-84,24,0.11,0.135,
9/9/2023 22:04,Sungai Besi,-94,48,0.65,0.65,
9/9/2023 22:05,Sungai Besi,-67,27,11.1,12.4,
9/9/2023 22:06,Sungai Besi,-95,26,0.7,0.7,
9/9/2023 22:07,Sungai Besi,-55,5,0.7,0.8,
9/9/2023 22:08,Sungai Besi,-107,58,1.6,2.1,
9/9/2023 22:09,Sungai Besi,-63,45,0.005,0.03,
9/9/2023 22:10,Sungai Besi,-104,55,1.9,2.4,
9/9/2023 22:11,Sungai Besi,-101,102,0.003,0.004,
9/9/2023 22:12,Sungai Besi,-66,7,1.1,1.2,
9/9/2023 22:13,Sungai Besi,-78,33,4.4,5,
9/9/2023 22:14,Sungai Besi,-40,5,0.4,0.4,
9/9/2023 22:15,Sungai Besi,-75,30,10,15,
9/9/2023 22:16,Sungai Besi,-57,5,0.7,0.9,
9/9/2023 22:17,Sungai Besi,-75,33,0.065,0.09,
9/9/2023 22:18,Sungai Besi,-97,23,0.5,0.5,
9/9/2023 22:19,Sungai Besi,-84,30,3.9,4.3,
9/9/2023 22:20,Sungai Besi,-61,47,0.000001,0.02,
9/9/2023 22:21,Sungai Besi,-45,45,13.7,15,
9/9/2023 22:22,Sungai Besi,-70,27,10.7,12.3,
9/9/2023 22:23,Sungai Besi,-95,46,0.65,0.65,
9/9/2023 22:24,Sungai Besi,-84,20,0.165,0.185,
9/9/2023 22:25,Sungai Besi,-113,58,1,1.4,
9/9/2023 22:26,Sungai Besi,-105,10,0.2,0.2,
9/9/2023 22:27,Sungai Besi,-101,46,2.2,2.6,
9/9/2023 22:28,Sungai Besi,-92,25,0.8,0.8,
9/9/2023 22:29,Sungai Besi,-86,31,3.7,4.1,
9/9/2023 22:30,Sungai Besi,-98,51,0.62,0.62,
9/9/2023 22:31,Sungai Besi,-93,38,3,3.4,
9/9/2023 22:32,Sungai Besi,-78,33,4.4,5,
9/9/2023 22:33,Sungai Besi,-98,22,0.5,0.5,
9/9/2023 22:34,Sungai Besi,-68,40,0.03,0.055,
9/9/2023 22:35,Sungai Besi,-91,48,0.6,0.6,
9/9/2023 22:36,Sungai Besi,-45,46,13.8,15.1,
9/9/2023 22:37,Sungai Besi,-49,5,0.6,0.6,
9/9/2023 22:38,Sungai Besi,-49,5,0.6,0.6,
9/9/2023 22:39,Sungai Besi,-61,29,12.1,13.4,
9/9/2023 22:40,Sungai Besi,-83,34,4,4.5,
9/9/2023 22:41,Sungai Besi,-59,31,12.3,13.6,
9/9/2023 22:42,Sungai Besi,-96,41,2.7,3.1,
9/9/2023 22:43,Sungai Besi,-68,28,11.3,12.6,
9/9/2023 22:44,Sungai Besi,-110,65,0.48,0.48,
9/9/2023 22:45,Sungai Besi,-58,50,0.000001,0.005,
9/9/2023 22:46,Sungai Besi,-79,34,4.3,4.9,
9/9/2023 22:47,Sungai Besi,-63,27,11.9,13.2,
9/9/2023 22:48,Sungai Besi,-72,20,3.2,3.5,
9/9/2023 22:49,Sungai Besi,-85,29,3.8,4.2,
9/9/2023 22:50,Sungai Besi,-78,32,4.4,5,
9/9/2023 22:51,Sungai Besi,-44,47,13.9,15.2,
9/9/2023 22:52,Sungai Besi,-99,20,0.4,0.4,
9/9/2023 22:53,Sungai Besi,-53,37,12.9,14.2,
9/9/2023 22:54,Sungai Besi,-82,35,3,3.5,
9/9/2023 22:55,Sungai Besi,-72,36,0.05,0.075,
9/9/2023 22:56,Sungai Besi,-98,43,2.5,2.9,
9/9/2023 22:57,Sungai Besi,-73,35,0.055,0.08,
9/9/2023 22:58,Sungai Besi,-89,30,3.9,4.2,
9/9/2023 22:59,Sungai Besi,-79,33,4.3,4.8,
9/9/2023 23:00,Sungai Besi,-97,48,2.6,3.1,
9/9/2023 23:01,Sungai Besi,-74,22,2.9,3.2,
9/9/2023 23:02,Sungai Besi,-84,35,3.9,4.4,
9/9/2023 23:03,Sungai Besi,-51,5,0.6,0.6,
9/9/2023 23:04,Sungai Besi,-99,44,2.4,2.8,
9/9/2023 23:05,Sungai Besi,-71,37,0.045,0.07,
9/9/2023 23:06,Sungai Besi,-50,5,0.6,0.6,
9/9/2023 23:07,Sungai Besi,-107,5,0.1,0.1,
9/9/2023 23:08,Sungai Besi,-52,36,5.2,5.5,
9/9/2023 23:09,Sungai Besi,-99,20,0.4,0.4,
9/9/2023 23:10,Sungai Besi,-100,53,0.6,0.6,
9/9/2023 23:11,Sungai Besi,-79,33,4.3,4.8,
9/9/2023 23:12,Sungai Besi,-76,23,2.7,3,
9/9/2023 23:13,Sungai Besi,-107,62,0.51,0.51,
9/9/2023 23:14,Sungai Besi,-67,21,3.7,4,
9/9/2023 23:15,Sungai Besi,-66,7,1.1,1.2,
9/9/2023 23:16,Sungai Besi,-50,40,13.2,14.5,
9/9/2023 23:17,Sungai Besi,-102,57,0.56,0.56,
9/9/2023 23:18,Sungai Besi,-41,51,14.3,15.6,
9/9/2023 23:19,Sungai Besi,-105,9,0.1,0.1,
9/9/2023 23:20,Sungai Besi,-41,47,6.3,6.6,
9/9/2023 23:21,Sungai Besi,-46,42,5.8,6.1,
9/9/2023 23:22,Sungai Besi,-90,29,4,4.3,
9/9/2023 23:23,Sungai Besi,-104,11,0.2,0.2,
9/9/2023 23:24,Sungai Besi,-72,36,0.05,0.075,
9/9/2023 23:25,Sungai Besi,-78,32,4.4,5,
9/9/2023 23:26,Sungai Besi,-97,23,0.5,0.5,
9/9/2023 23:27,Sungai Besi,-64,25,11.7,13,
9/9/2023 23:28,Sungai Besi,-88,30,1,1,
9/9/2023 23:29,Sungai Besi,-83,27,10.8,12,
9/9/2023 23:30,Sungai Besi,-113,68,0.45,0.45,
9/9/2023 23:31,Sungai Besi,-103,100,0.001,0.002,
9/9/2023 23:32,Sungai Besi,-52,5,0.6,0.6,
9/9/2023 23:33,Sungai Besi,-112,0.000001,0.1,0.1,
9/9/2023 23:34,Sungai Besi,-50,5,0.6,0.6,
9/9/2023 23:35,Sungai Besi,-97,24,0.5,0.5,
9/9/2023 23:36,Sungai Besi,-84,35,3.9,4.4,
9/9/2023 23:37,Sungai Besi,-57,5,0.7,0.9,
9/9/2023 23:38,Sungai Besi,-109,0.000001,0.1,0.1,
9/9/2023 23:39,Sungai Besi,-71,26,10.2,12.6,
9/9/2023 23:40,Sungai Besi,-99,42,0.69,0.69,
9/9/2023 23:41,Sungai Besi,-60,5,0.9,1,
9/9/2023 23:42,Sungai Besi,-113,68,0.45,0.45,
9/9/2023 23:43,Sungai Besi,-82,26,0.1,0.125,
9/9/2023 23:44,Sungai Besi,-108,63,0.5,0.5,
9/9/2023 23:45,Sungai Besi,-104,12,0.2,0.2,
9/9/2023 23:46,Sungai Besi,-109,1,0.1,0.1,
9/9/2023 23:47,Sungai Besi,-100,19,0.4,0.4,
9/9/2023 23:48,Sungai Besi,-75,30,10,15,
9/9/2023 23:49,Sungai Besi,-111,66,0.47,0.47,
9/9/2023 23:50,Sungai Besi,-69,26,10.9,12.4,
9/9/2023 23:51,Sungai Besi,-108,2,0.1,0.1,
9/9/2023 23:52,Sungai Besi,-61,6,0.7,0.8,
9/9/2023 23:53,Sungai Besi,-70,10,1,1.5,
9/9/2023 23:54,Sungai Besi,-74,34,0.06,0.085,
9/9/2023 23:55,Sungai Besi,-82,36,4,4.6,
9/9/2023 23:56,Sungai Besi,-111,0.000001,0.1,0.1,
9/9/2023 23:57,Sungai Besi,-110,61,1.3,1.8,
9/9/2023 23:58,Sungai Besi,-86,22,0.12,0.145,
9/9/2023 23:59,Sungai Besi,-78,25,2.4,2.7,
9/10/2023 0:00,Sungai Besi,-94,39,2.9,3.3,
9/10/2023 0:01,Sungai Besi,-106,6,0.1,0.1,
9/10/2023 0:02,Sungai Besi,-90,35,3.3,3.7,
9/10/2023 0:03,Sungai Besi,-60,5,0.9,1,
9/10/2023 0:04,Sungai Besi,-98,22,0.5,0.5,
9/10/2023 0:05,Sungai Besi,-108,2,0.1,0.1,
